Puntuacion;idestudiante;area
100;10011180;Lectura
68;10011181;Lectura
64;10011182;Lectura
50;10011183;Lectura
69;10011184;Lectura
52;10011185;Lectura
67;10011186;Lectura
76;10011187;Lectura
66;10011188;Lectura
52;10011189;Lectura
88;10011190;Lectura
65;10011191;Lectura
83;10011192;Lectura
64;10011193;Lectura
62;10011194;Lectura
84;10011195;Lectura
55;10011196;Lectura
69;10011197;Lectura
56;10011198;Lectura
53;10011199;Lectura
79;10011200;Lectura
84;10011201;Lectura
81;10011202;Lectura
77;10011203;Lectura
69;10011204;Lectura
41;10011205;Lectura
71;10011206;Lectura
62;10011207;Lectura
80;10011208;Lectura
81;10011209;Lectura
61;10011210;Lectura
79;10011211;Lectura
28;10011212;Lectura
62;10011213;Lectura
51;10011214;Lectura
91;10011215;Lectura
83;10011216;Lectura
86;10011217;Lectura
42;10011218;Lectura
77;10011219;Lectura
56;10011220;Lectura
68;10011221;Lectura
85;10011222;Lectura
65;10011223;Lectura
80;10011224;Lectura
66;10011225;Lectura
56;10011226;Lectura
72;10011227;Lectura
50;10011228;Lectura
72;10011229;Lectura
95;10011230;Lectura
64;10011231;Lectura
43;10011232;Lectura
86;10011233;Lectura
87;10011234;Lectura
82;10011235;Lectura
75;10011236;Lectura
66;10011237;Lectura
60;10011238;Lectura
52;10011239;Lectura
80;10011240;Lectura
68;10011241;Lectura
83;10011242;Lectura
52;10011243;Lectura
51;10011244;Lectura
74;10011245;Lectura
76;10011246;Lectura
76;10011247;Lectura
70;10011248;Lectura
64;10011249;Lectura
60;10011250;Lectura
49;10011251;Lectura
83;10011252;Lectura
70;10011253;Lectura
80;10011254;Lectura
52;10011255;Lectura
73;10011256;Lectura
73;10011257;Lectura
77;10011258;Lectura
75;10011259;Lectura
81;10011260;Lectura
79;10011261;Lectura
79;10011262;Lectura
50;10011263;Lectura
93;10011264;Lectura
73;10011265;Lectura
42;10011266;Lectura
75;10011267;Lectura
72;10011268;Lectura
92;10011269;Lectura
76;10011270;Lectura
63;10011271;Lectura
49;10011272;Lectura
53;10011273;Lectura
70;10011274;Lectura
85;10011275;Lectura
78;10011276;Lectura
92;10011277;Lectura
63;10011278;Lectura
86;10011279;Lectura
56;10011280;Lectura
52;10011281;Lectura
48;10011282;Lectura
79;10011283;Lectura
78;10011284;Lectura
46;10011285;Lectura
82;10011286;Lectura
82;10011287;Lectura
89;10011288;Lectura
75;10011289;Lectura
76;10011290;Lectura
70;10011291;Lectura
73;10011292;Lectura
60;10011293;Lectura
73;10011294;Lectura
77;10011295;Lectura
62;10011296;Lectura
41;10011297;Lectura
74;10011298;Lectura
46;10011299;Lectura
87;10011300;Lectura
78;10011301;Lectura
54;10011302;Lectura
84;10011303;Lectura
76;10011304;Lectura
75;10011305;Lectura
67;10011306;Lectura
87;10011307;Lectura
52;10011308;Lectura
71;10011309;Lectura
57;10011310;Lectura
76;10011311;Lectura
60;10011312;Lectura
61;10011313;Lectura
67;10011314;Lectura
64;10011315;Lectura
66;10011316;Lectura
82;10011317;Lectura
72;10011318;Lectura
71;10011319;Lectura
65;10011320;Lectura
79;10011321;Lectura
86;10011322;Lectura
81;10011323;Lectura
53;10011324;Lectura
46;10011325;Lectura
90;10011326;Lectura
61;10011327;Lectura
23;10011328;Lectura
75;10011329;Lectura
55;10011330;Lectura
60;10011331;Lectura
37;10011332;Lectura
56;10011333;Lectura
78;10011334;Lectura
93;10011335;Lectura
68;10011336;Lectura
70;10011337;Lectura
51;10011338;Lectura
38;10011339;Lectura
55;10011340;Lectura
61;10011341;Lectura
73;10011342;Lectura
76;10011343;Lectura
72;10011344;Lectura
73;10011345;Lectura
80;10011346;Lectura
61;10011347;Lectura
94;10011348;Lectura
74;10011349;Lectura
74;10011350;Lectura
65;10011351;Lectura
57;10011352;Lectura
78;10011353;Lectura
58;10011354;Lectura
71;10011355;Lectura
72;10011356;Lectura
61;10011357;Lectura
66;10011358;Lectura
62;10011359;Lectura
90;10011360;Lectura
62;10011361;Lectura
84;10011362;Lectura
58;10011363;Lectura
34;10011364;Lectura
60;10011365;Lectura
58;10011366;Lectura
58;10011367;Lectura
66;10011368;Lectura
64;10011369;Lectura
84;10011370;Lectura
77;10011371;Lectura
73;10011372;Lectura
74;10011373;Lectura
97;10011374;Lectura
70;10011375;Lectura
43;10011376;Lectura
90;10011377;Lectura
95;10011378;Lectura
83;10011379;Lectura
64;10011380;Lectura
86;10011381;Lectura
100;10011382;Lectura
81;10011383;Lectura
49;10011384;Lectura
43;10011385;Lectura
76;10011386;Lectura
73;10011387;Lectura
78;10011388;Lectura
64;10011389;Lectura
70;10011390;Lectura
67;10011391;Lectura
68;10011392;Lectura
67;10011393;Lectura
54;10011394;Lectura
74;10011395;Lectura
45;10011396;Lectura
67;10011397;Lectura
89;10011398;Lectura
63;10011399;Lectura
59;10011400;Lectura
54;10011401;Lectura
43;10011402;Lectura
65;10011403;Lectura
99;10011404;Lectura
59;10011405;Lectura
73;10011406;Lectura
65;10011407;Lectura
80;10011408;Lectura
57;10011409;Lectura
84;10011410;Lectura
71;10011411;Lectura
83;10011412;Lectura
66;10011413;Lectura
67;10011414;Lectura
72;10011415;Lectura
73;10011416;Lectura
74;10011417;Lectura
73;10011418;Lectura
59;10011419;Lectura
56;10011420;Lectura
93;10011421;Lectura
58;10011422;Lectura
58;10011423;Lectura
85;10011424;Lectura
39;10011425;Lectura
67;10011426;Lectura
83;10011427;Lectura
71;10011428;Lectura
59;10011429;Lectura
63;10011430;Lectura
66;10011431;Lectura
72;10011432;Lectura
56;10011433;Lectura
59;10011434;Lectura
66;10011435;Lectura
48;10011436;Lectura
68;10011437;Lectura
66;10011438;Lectura
56;10011439;Lectura
88;10011440;Lectura
81;10011441;Lectura
81;10011442;Lectura
73;10011443;Lectura
83;10011444;Lectura
82;10011445;Lectura
74;10011446;Lectura
66;10011447;Lectura
81;10011448;Lectura
46;10011449;Lectura
73;10011450;Lectura
85;10011451;Lectura
92;10011452;Lectura
77;10011453;Lectura
58;10011454;Lectura
61;10011455;Lectura
56;10011456;Lectura
89;10011457;Lectura
54;10011458;Lectura
100;10011459;Lectura
65;10011460;Lectura
58;10011461;Lectura
54;10011462;Lectura
70;10011463;Lectura
90;10011464;Lectura
58;10011465;Lectura
87;10011466;Lectura
31;10011467;Lectura
67;10011468;Lectura
88;10011469;Lectura
74;10011470;Lectura
85;10011471;Lectura
69;10011472;Lectura
86;10011473;Lectura
67;10011474;Lectura
90;10011475;Lectura
76;10011476;Lectura
62;10011477;Lectura
68;10011478;Lectura
64;10011479;Lectura
71;10011480;Lectura
71;10011481;Lectura
59;10011482;Lectura
68;10011483;Lectura
52;10011484;Lectura
52;10011485;Lectura
74;10011486;Lectura
47;10011487;Lectura
75;10011488;Lectura
53;10011489;Lectura
82;10011490;Lectura
85;10011491;Lectura
64;10011492;Lectura
83;10011493;Lectura
88;10011494;Lectura
64;10011495;Lectura
64;10011496;Lectura
48;10011497;Lectura
78;10011498;Lectura
69;10011499;Lectura
71;10011500;Lectura
79;10011501;Lectura
87;10011502;Lectura
61;10011503;Lectura
89;10011504;Lectura
59;10011505;Lectura
82;10011506;Lectura
70;10011507;Lectura
59;10011508;Lectura
78;10011509;Lectura
92;10011510;Lectura
71;10011511;Lectura
50;10011512;Lectura
49;10011513;Lectura
61;10011514;Lectura
97;10011515;Lectura
87;10011516;Lectura
89;10011517;Lectura
74;10011518;Lectura
78;10011519;Lectura
78;10011520;Lectura
49;10011521;Lectura
86;10011522;Lectura
58;10011523;Lectura
59;10011524;Lectura
52;10011525;Lectura
60;10011526;Lectura
61;10011527;Lectura
53;10011528;Lectura
41;10011529;Lectura
74;10011530;Lectura
67;10011531;Lectura
54;10011532;Lectura
61;10011533;Lectura
88;10011534;Lectura
69;10011535;Lectura
83;10011536;Lectura
60;10011537;Lectura
66;10011538;Lectura
66;10011539;Lectura
92;10011540;Lectura
69;10011541;Lectura
82;10011542;Lectura
77;10011543;Lectura
95;10011544;Lectura
63;10011545;Lectura
83;10011546;Lectura
100;10011547;Lectura
67;10011548;Lectura
67;10011549;Lectura
72;10011550;Lectura
76;10011551;Lectura
90;10011552;Lectura
48;10011553;Lectura
62;10011554;Lectura
45;10011555;Lectura
39;10011556;Lectura
72;10011557;Lectura
67;10011558;Lectura
70;10011559;Lectura
66;10011560;Lectura
75;10011561;Lectura
74;10011562;Lectura
90;10011563;Lectura
80;10011564;Lectura
51;10011565;Lectura
43;10011566;Lectura
100;10011567;Lectura
71;10011568;Lectura
48;10011569;Lectura
68;10011570;Lectura
75;10011571;Lectura
96;10011572;Lectura
62;10011573;Lectura
66;10011574;Lectura
81;10011575;Lectura
55;10011576;Lectura
51;10011577;Lectura
91;10011578;Lectura
56;10011579;Lectura
61;10011580;Lectura
97;10011581;Lectura
79;10011582;Lectura
73;10011583;Lectura
75;10011584;Lectura
77;10011585;Lectura
76;10011586;Lectura
73;10011587;Lectura
63;10011588;Lectura
64;10011589;Lectura
66;10011590;Lectura
57;10011591;Lectura
62;10011592;Lectura
68;10011593;Lectura
76;10011594;Lectura
100;10011595;Lectura
79;10011596;Lectura
24;10011597;Lectura
54;10011598;Lectura
77;10011599;Lectura
82;10011600;Lectura
60;10011601;Lectura
29;10011602;Lectura
78;10011603;Lectura
57;10011604;Lectura
89;10011605;Lectura
72;10011606;Lectura
84;10011607;Lectura
58;10011608;Lectura
64;10011609;Lectura
63;10011610;Lectura
60;10011611;Lectura
59;10011612;Lectura
90;10011613;Lectura
77;10011614;Lectura
93;10011615;Lectura
68;10011616;Lectura
45;10011617;Lectura
78;10011618;Lectura
81;10011619;Lectura
73;10011620;Lectura
61;10011621;Lectura
63;10011622;Lectura
51;10011623;Lectura
96;10011624;Lectura
58;10011625;Lectura
97;10011626;Lectura
70;10011627;Lectura
48;10011628;Lectura
57;10011629;Lectura
51;10011630;Lectura
64;10011631;Lectura
60;10011632;Lectura
74;10011633;Lectura
88;10011634;Lectura
84;10011635;Lectura
74;10011636;Lectura
80;10011637;Lectura
92;10011638;Lectura
76;10011639;Lectura
74;10011640;Lectura
52;10011641;Lectura
88;10011642;Lectura
81;10011643;Lectura
79;10011644;Lectura
65;10011645;Lectura
81;10011646;Lectura
70;10011647;Lectura
62;10011648;Lectura
53;10011649;Lectura
79;10011650;Lectura
56;10011651;Lectura
80;10011652;Lectura
86;10011653;Lectura
70;10011654;Lectura
79;10011655;Lectura
67;10011656;Lectura
67;10011657;Lectura
66;10011658;Lectura
60;10011659;Lectura
87;10011660;Lectura
77;10011661;Lectura
66;10011662;Lectura
71;10011663;Lectura
69;10011664;Lectura
63;10011665;Lectura
60;10011666;Lectura
73;10011667;Lectura
85;10011668;Lectura
74;10011669;Lectura
72;10011670;Lectura
76;10011671;Lectura
57;10011672;Lectura
78;10011673;Lectura
84;10011674;Lectura
77;10011675;Lectura
64;10011676;Lectura
78;10011677;Lectura
82;10011678;Lectura
75;10011679;Lectura
61;10011680;Lectura
72;10011681;Lectura
68;10011682;Lectura
55;10011683;Lectura
40;10011684;Lectura
66;10011685;Lectura
99;10011686;Lectura
75;10011687;Lectura
78;10011688;Lectura
58;10011689;Lectura
90;10011690;Lectura
53;10011691;Lectura
76;10011692;Lectura
74;10011693;Lectura
77;10011694;Lectura
63;10011695;Lectura
89;10011696;Lectura
82;10011697;Lectura
72;10011698;Lectura
78;10011699;Lectura
66;10011700;Lectura
81;10011701;Lectura
67;10011702;Lectura
84;10011703;Lectura
64;10011704;Lectura
63;10011705;Lectura
72;10011706;Lectura
34;10011707;Lectura
59;10011708;Lectura
87;10011709;Lectura
61;10011710;Lectura
84;10011711;Lectura
85;10011712;Lectura
100;10011713;Lectura
81;10011714;Lectura
70;10011715;Lectura
94;10011716;Lectura
78;10011717;Lectura
96;10011718;Lectura
76;10011719;Lectura
73;10011720;Lectura
72;10011721;Lectura
59;10011722;Lectura
90;10011723;Lectura
48;10011724;Lectura
43;10011725;Lectura
74;10011726;Lectura
75;10011727;Lectura
51;10011728;Lectura
92;10011729;Lectura
39;10011730;Lectura
77;10011731;Lectura
46;10011732;Lectura
89;10011733;Lectura
47;10011734;Lectura
58;10011735;Lectura
57;10011736;Lectura
79;10011737;Lectura
66;10011738;Lectura
71;10011739;Lectura
60;10011740;Lectura
73;10011741;Lectura
57;10011742;Lectura
84;10011743;Lectura
73;10011744;Lectura
55;10011745;Lectura
79;10011746;Lectura
75;10011747;Lectura
64;10011748;Lectura
60;10011749;Lectura
84;10011750;Lectura
69;10011751;Lectura
72;10011752;Lectura
77;10011753;Lectura
90;10011754;Lectura
55;10011755;Lectura
95;10011756;Lectura
58;10011757;Lectura
68;10011758;Lectura
59;10011759;Lectura
77;10011760;Lectura
72;10011761;Lectura
58;10011762;Lectura
81;10011763;Lectura
62;10011764;Lectura
63;10011765;Lectura
72;10011766;Lectura
75;10011767;Lectura
62;10011768;Lectura
71;10011769;Lectura
60;10011770;Lectura
48;10011771;Lectura
73;10011772;Lectura
67;10011773;Lectura
78;10011774;Lectura
65;10011775;Lectura
58;10011776;Lectura
72;10011777;Lectura
44;10011778;Lectura
79;10011779;Lectura
85;10011780;Lectura
56;10011781;Lectura
90;10011782;Lectura
85;10011783;Lectura
59;10011784;Lectura
81;10011785;Lectura
51;10011786;Lectura
79;10011787;Lectura
38;10011788;Lectura
65;10011789;Lectura
65;10011790;Lectura
62;10011791;Lectura
66;10011792;Lectura
74;10011793;Lectura
84;10011794;Lectura
52;10011795;Lectura
68;10011796;Lectura
70;10011797;Lectura
84;10011798;Lectura
60;10011799;Lectura
55;10011800;Lectura
73;10011801;Lectura
80;10011802;Lectura
94;10011803;Lectura
85;10011804;Lectura
76;10011805;Lectura
81;10011806;Lectura
74;10011807;Lectura
45;10011808;Lectura
75;10011809;Lectura
54;10011810;Lectura
31;10011811;Lectura
47;10011812;Lectura
64;10011813;Lectura
84;10011814;Lectura
80;10011815;Lectura
86;10011816;Lectura
59;10011817;Lectura
70;10011818;Lectura
72;10011819;Lectura
91;10011820;Lectura
90;10011821;Lectura
90;10011822;Lectura
52;10011823;Lectura
87;10011824;Lectura
58;10011825;Lectura
67;10011826;Lectura
68;10011827;Lectura
69;10011828;Lectura
86;10011829;Lectura
54;10011830;Lectura
60;10011831;Lectura
86;10011832;Lectura
60;10011833;Lectura
82;10011834;Lectura
50;10011835;Lectura
64;10011836;Lectura
64;10011837;Lectura
82;10011838;Lectura
57;10011839;Lectura
77;10011840;Lectura
52;10011841;Lectura
58;10011842;Lectura
44;10011843;Lectura
77;10011844;Lectura
65;10011845;Lectura
85;10011846;Lectura
85;10011847;Lectura
54;10011848;Lectura
72;10011849;Lectura
75;10011850;Lectura
67;10011851;Lectura
68;10011852;Lectura
85;10011853;Lectura
67;10011854;Lectura
64;10011855;Lectura
97;10011856;Lectura
68;10011857;Lectura
79;10011858;Lectura
49;10011859;Lectura
73;10011860;Lectura
62;10011861;Lectura
86;10011862;Lectura
42;10011863;Lectura
71;10011864;Lectura
93;10011865;Lectura
82;10011866;Lectura
53;10011867;Lectura
42;10011868;Lectura
74;10011869;Lectura
51;10011870;Lectura
58;10011871;Lectura
72;10011872;Lectura
84;10011873;Lectura
90;10011874;Lectura
62;10011875;Lectura
64;10011876;Lectura
82;10011877;Lectura
61;10011878;Lectura
72;10011879;Lectura
76;10011880;Lectura
64;10011881;Lectura
70;10011882;Lectura
73;10011883;Lectura
46;10011884;Lectura
51;10011885;Lectura
76;10011886;Lectura
100;10011887;Lectura
72;10011888;Lectura
65;10011889;Lectura
51;10011890;Lectura
85;10011891;Lectura
92;10011892;Lectura
67;10011893;Lectura
74;10011894;Lectura
62;10011895;Lectura
34;10011896;Lectura
29;10011897;Lectura
78;10011898;Lectura
54;10011899;Lectura
78;10011900;Lectura
84;10011901;Lectura
78;10011902;Lectura
48;10011903;Lectura
100;10011904;Lectura
84;10011905;Lectura
77;10011906;Lectura
48;10011907;Lectura
84;10011908;Lectura
75;10011909;Lectura
64;10011910;Lectura
42;10011911;Lectura
84;10011912;Lectura
61;10011913;Lectura
62;10011914;Lectura
61;10011915;Lectura
70;10011916;Lectura
100;10011917;Lectura
61;10011918;Lectura
77;10011919;Lectura
96;10011920;Lectura
70;10011921;Lectura
53;10011922;Lectura
66;10011923;Lectura
65;10011924;Lectura
70;10011925;Lectura
64;10011926;Lectura
56;10011927;Lectura
61;10011928;Lectura
43;10011929;Lectura
56;10011930;Lectura
74;10011931;Lectura
57;10011932;Lectura
71;10011933;Lectura
75;10011934;Lectura
87;10011935;Lectura
63;10011936;Lectura
57;10011937;Lectura
58;10011938;Lectura
81;10011939;Lectura
68;10011940;Lectura
66;10011941;Lectura
91;10011942;Lectura
66;10011943;Lectura
62;10011944;Lectura
68;10011945;Lectura
61;10011946;Lectura
82;10011947;Lectura
58;10011948;Lectura
50;10011949;Lectura
75;10011950;Lectura
73;10011951;Lectura
77;10011952;Lectura
74;10011953;Lectura
52;10011954;Lectura
69;10011955;Lectura
57;10011956;Lectura
87;10011957;Lectura
100;10011958;Lectura
63;10011959;Lectura
81;10011960;Lectura
58;10011961;Lectura
54;10011962;Lectura
100;10011963;Lectura
76;10011964;Lectura
57;10011965;Lectura
70;10011966;Lectura
68;10011967;Lectura
63;10011968;Lectura
76;10011969;Lectura
84;10011970;Lectura
100;10011971;Lectura
72;10011972;Lectura
50;10011973;Lectura
65;10011974;Lectura
63;10011975;Lectura
82;10011976;Lectura
62;10011977;Lectura
65;10011978;Lectura
41;10011979;Lectura
95;10011980;Lectura
24;10011981;Lectura
78;10011982;Lectura
85;10011983;Lectura
87;10011984;Lectura
75;10011985;Lectura
51;10011986;Lectura
59;10011987;Lectura
75;10011988;Lectura
45;10011989;Lectura
86;10011990;Lectura
81;10011991;Lectura
82;10011992;Lectura
76;10011993;Lectura
72;10011994;Lectura
63;10011995;Lectura
99;10011996;Lectura
55;10011997;Lectura
71;10011998;Lectura
78;10011999;Lectura
86;10012000;Lectura
74;10011001;Escritura
88;10011002;Escritura
93;10011003;Escritura
44;10011004;Escritura
75;10011005;Escritura
78;10011006;Escritura
92;10011007;Escritura
39;10011008;Escritura
67;10011009;Escritura
50;10011010;Escritura
52;10011011;Escritura
43;10011012;Escritura
73;10011013;Escritura
70;10011014;Escritura
58;10011015;Escritura
78;10011016;Escritura
86;10011017;Escritura
28;10011018;Escritura
46;10011019;Escritura
61;10011020;Escritura
63;10011021;Escritura
70;10011022;Escritura
53;10011023;Escritura
73;10011024;Escritura
80;10011025;Escritura
72;10011026;Escritura
55;10011027;Escritura
75;10011028;Escritura
65;10011029;Escritura
75;10011030;Escritura
74;10011031;Escritura
61;10011032;Escritura
65;10011033;Escritura
38;10011034;Escritura
82;10011035;Escritura
79;10011036;Escritura
83;10011037;Escritura
59;10011038;Escritura
88;10011039;Escritura
57;10011040;Escritura
54;10011041;Escritura
68;10011042;Escritura
65;10011043;Escritura
66;10011044;Escritura
54;10011045;Escritura
57;10011046;Escritura
62;10011047;Escritura
76;10011048;Escritura
76;10011049;Escritura
82;10011050;Escritura
48;10011051;Escritura
68;10011052;Escritura
42;10011053;Escritura
75;10011054;Escritura
87;10011055;Escritura
43;10011056;Escritura
86;10011057;Escritura
49;10011058;Escritura
58;10011059;Escritura
10;10011060;Escritura
72;10011061;Escritura
34;10011062;Escritura
55;10011063;Escritura
71;10011064;Escritura
59;10011065;Escritura
61;10011066;Escritura
37;10011067;Escritura
74;10011068;Escritura
56;10011069;Escritura
57;10011070;Escritura
73;10011071;Escritura
63;10011072;Escritura
48;10011073;Escritura
56;10011074;Escritura
41;10011075;Escritura
38;10011076;Escritura
22;10011077;Escritura
81;10011078;Escritura
72;10011079;Escritura
68;10011080;Escritura
50;10011081;Escritura
45;10011082;Escritura
54;10011083;Escritura
63;10011084;Escritura
34;10011085;Escritura
82;10011086;Escritura
88;10011087;Escritura
74;10011088;Escritura
67;10011089;Escritura
82;10011090;Escritura
74;10011091;Escritura
36;10011092;Escritura
71;10011093;Escritura
50;10011094;Escritura
92;10011095;Escritura
82;10011096;Escritura
62;10011097;Escritura
70;10011098;Escritura
62;10011099;Escritura
62;10011100;Escritura
67;10011101;Escritura
74;10011102;Escritura
89;10011103;Escritura
47;10011104;Escritura
90;10011105;Escritura
72;10011106;Escritura
100;10011107;Escritura
64;10011108;Escritura
70;10011109;Escritura
72;10011110;Escritura
98;10011111;Escritura
49;10011112;Escritura
47;10011113;Escritura
54;10011114;Escritura
100;10011115;Escritura
74;10011116;Escritura
82;10011117;Escritura
79;10011118;Escritura
61;10011119;Escritura
65;10011120;Escritura
89;10011121;Escritura
92;10011122;Escritura
93;10011123;Escritura
56;10011124;Escritura
73;10011125;Escritura
86;10011126;Escritura
67;10011127;Escritura
74;10011128;Escritura
74;10011129;Escritura
51;10011130;Escritura
82;10011131;Escritura
40;10011132;Escritura
70;10011133;Escritura
84;10011134;Escritura
75;10011135;Escritura
48;10011136;Escritura
41;10011137;Escritura
56;10011138;Escritura
67;10011139;Escritura
69;10011140;Escritura
71;10011141;Escritura
64;10011142;Escritura
54;10011143;Escritura
47;10011144;Escritura
78;10011145;Escritura
33;10011146;Escritura
75;10011147;Escritura
66;10011148;Escritura
81;10011149;Escritura
93;10011150;Escritura
69;10011151;Escritura
68;10011152;Escritura
66;10011153;Escritura
47;10011154;Escritura
61;10011155;Escritura
88;10011156;Escritura
78;10011157;Escritura
60;10011158;Escritura
87;10011159;Escritura
64;10011160;Escritura
74;10011161;Escritura
85;10011162;Escritura
52;10011163;Escritura
49;10011164;Escritura
91;10011165;Escritura
100;10011166;Escritura
51;10011167;Escritura
78;10011168;Escritura
78;10011169;Escritura
70;10011170;Escritura
74;10011171;Escritura
78;10011172;Escritura
81;10011173;Escritura
70;10011174;Escritura
54;10011175;Escritura
87;10011176;Escritura
58;10011177;Escritura
77;10011178;Escritura
62;10011179;Escritura
100;10011180;Escritura
75;10011181;Escritura
66;10011182;Escritura
47;10011183;Escritura
70;10011184;Escritura
49;10011185;Escritura
65;10011186;Escritura
65;10011187;Escritura
68;10011188;Escritura
45;10011189;Escritura
87;10011190;Escritura
69;10011191;Escritura
79;10011192;Escritura
66;10011193;Escritura
62;10011194;Escritura
85;10011195;Escritura
52;10011196;Escritura
65;10011197;Escritura
51;10011198;Escritura
55;10011199;Escritura
76;10011200;Escritura
86;10011201;Escritura
77;10011202;Escritura
69;10011203;Escritura
68;10011204;Escritura
42;10011205;Escritura
78;10011206;Escritura
62;10011207;Escritura
76;10011208;Escritura
76;10011209;Escritura
66;10011210;Escritura
79;10011211;Escritura
27;10011212;Escritura
60;10011213;Escritura
56;10011214;Escritura
81;10011215;Escritura
75;10011216;Escritura
88;10011217;Escritura
39;10011218;Escritura
70;10011219;Escritura
56;10011220;Escritura
74;10011221;Escritura
73;10011222;Escritura
62;10011223;Escritura
75;10011224;Escritura
73;10011225;Escritura
54;10011226;Escritura
71;10011227;Escritura
54;10011228;Escritura
64;10011229;Escritura
94;10011230;Escritura
66;10011231;Escritura
42;10011232;Escritura
83;10011233;Escritura
78;10011234;Escritura
84;10011235;Escritura
77;10011236;Escritura
67;10011237;Escritura
74;10011238;Escritura
51;10011239;Escritura
80;10011240;Escritura
66;10011241;Escritura
83;10011242;Escritura
55;10011243;Escritura
43;10011244;Escritura
69;10011245;Escritura
71;10011246;Escritura
74;10011247;Escritura
68;10011248;Escritura
62;10011249;Escritura
53;10011250;Escritura
49;10011251;Escritura
83;10011252;Escritura
70;10011253;Escritura
72;10011254;Escritura
52;10011255;Escritura
70;10011256;Escritura
68;10011257;Escritura
77;10011258;Escritura
78;10011259;Escritura
81;10011260;Escritura
77;10011261;Escritura
78;10011262;Escritura
51;10011263;Escritura
90;10011264;Escritura
68;10011265;Escritura
41;10011266;Escritura
81;10011267;Escritura
77;10011268;Escritura
95;10011269;Escritura
70;10011270;Escritura
61;10011271;Escritura
42;10011272;Escritura
58;10011273;Escritura
71;10011274;Escritura
76;10011275;Escritura
73;10011276;Escritura
93;10011277;Escritura
75;10011278;Escritura
80;10011279;Escritura
57;10011280;Escritura
42;10011281;Escritura
46;10011282;Escritura
84;10011283;Escritura
78;10011284;Escritura
46;10011285;Escritura
82;10011286;Escritura
88;10011287;Escritura
82;10011288;Escritura
76;10011289;Escritura
77;10011290;Escritura
68;10011291;Escritura
70;10011292;Escritura
57;10011293;Escritura
75;10011294;Escritura
80;10011295;Escritura
60;10011296;Escritura
43;10011297;Escritura
68;10011298;Escritura
50;10011299;Escritura
75;10011300;Escritura
81;10011301;Escritura
52;10011302;Escritura
81;10011303;Escritura
64;10011304;Escritura
83;10011305;Escritura
69;10011306;Escritura
81;10011307;Escritura
44;10011308;Escritura
67;10011309;Escritura
52;10011310;Escritura
80;10011311;Escritura
57;10011312;Escritura
68;10011313;Escritura
69;10011314;Escritura
75;10011315;Escritura
65;10011316;Escritura
91;10011317;Escritura
78;10011318;Escritura
69;10011319;Escritura
63;10011320;Escritura
84;10011321;Escritura
79;10011322;Escritura
80;10011323;Escritura
53;10011324;Escritura
43;10011325;Escritura
94;10011326;Escritura
62;10011327;Escritura
19;10011328;Escritura
77;10011329;Escritura
51;10011330;Escritura
61;10011331;Escritura
35;10011332;Escritura
53;10011333;Escritura
81;10011334;Escritura
95;10011335;Escritura
66;10011336;Escritura
69;10011337;Escritura
43;10011338;Escritura
27;10011339;Escritura
60;10011340;Escritura
52;10011341;Escritura
63;10011342;Escritura
74;10011343;Escritura
67;10011344;Escritura
67;10011345;Escritura
75;10011346;Escritura
57;10011347;Escritura
95;10011348;Escritura
66;10011349;Escritura
76;10011350;Escritura
69;10011351;Escritura
52;10011352;Escritura
80;10011353;Escritura
57;10011354;Escritura
70;10011355;Escritura
70;10011356;Escritura
61;10011357;Escritura
69;10011358;Escritura
61;10011359;Escritura
89;10011360;Escritura
59;10011361;Escritura
78;10011362;Escritura
58;10011363;Escritura
32;10011364;Escritura
58;10011365;Escritura
60;10011366;Escritura
53;10011367;Escritura
61;10011368;Escritura
58;10011369;Escritura
85;10011370;Escritura
71;10011371;Escritura
70;10011372;Escritura
72;10011373;Escritura
96;10011374;Escritura
73;10011375;Escritura
41;10011376;Escritura
82;10011377;Escritura
100;10011378;Escritura
77;10011379;Escritura
62;10011380;Escritura
83;10011381;Escritura
95;10011382;Escritura
71;10011383;Escritura
45;10011384;Escritura
43;10011385;Escritura
75;10011386;Escritura
70;10011387;Escritura
67;10011388;Escritura
64;10011389;Escritura
75;10011390;Escritura
59;10011391;Escritura
77;10011392;Escritura
67;10011393;Escritura
56;10011394;Escritura
77;10011395;Escritura
41;10011396;Escritura
63;10011397;Escritura
95;10011398;Escritura
57;10011399;Escritura
54;10011400;Escritura
67;10011401;Escritura
43;10011402;Escritura
55;10011403;Escritura
100;10011404;Escritura
62;10011405;Escritura
68;10011406;Escritura
63;10011407;Escritura
77;10011408;Escritura
56;10011409;Escritura
85;10011410;Escritura
74;10011411;Escritura
78;10011412;Escritura
60;10011413;Escritura
67;10011414;Escritura
79;10011415;Escritura
69;10011416;Escritura
68;10011417;Escritura
67;10011418;Escritura
62;10011419;Escritura
54;10011420;Escritura
93;10011421;Escritura
64;10011422;Escritura
67;10011423;Escritura
80;10011424;Escritura
34;10011425;Escritura
62;10011426;Escritura
86;10011427;Escritura
65;10011428;Escritura
53;10011429;Escritura
54;10011430;Escritura
59;10011431;Escritura
70;10011432;Escritura
55;10011433;Escritura
50;10011434;Escritura
66;10011435;Escritura
53;10011436;Escritura
64;10011437;Escritura
73;10011438;Escritura
51;10011439;Escritura
82;10011440;Escritura
79;10011441;Escritura
80;10011442;Escritura
69;10011443;Escritura
76;10011444;Escritura
73;10011445;Escritura
77;10011446;Escritura
60;10011447;Escritura
80;10011448;Escritura
42;10011449;Escritura
72;10011450;Escritura
